image1,image2,label1,label2,se,angular_error,similarity,score_type
Colin_Powell_0010_aug_0.jpg,Colin_Powell_0012_aug_1.jpg,Colin_Powell_,Colin_Powell_,0.011525291,1.2434549,0.78508425,mated_score
George_W_Bush_0049_aug_5.jpg,George_W_Bush_0363_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.003041501,0.43657124,0.7637126,mated_score
George_W_Bush_0116_aug_5.jpg,George_W_Bush_0148_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.014297839,0.2615688,0.6232993,mated_score
George_W_Bush_0053_aug_2.jpg,George_W_Bush_0395_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.007285372,0.62904704,0.67486,mated_score
George_W_Bush_0089_aug_3.jpg,George_W_Bush_0507_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.000226239,0.3329126,0.44324428,mated_score
George_W_Bush_0020_aug_2.jpg,George_W_Bush_0116_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.00443505,0.003996757,0.7109449,mated_score
George_W_Bush_0120_aug_4.jpg,George_W_Bush_0201_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.002845302,0.79047537,0.71393657,mated_score
Donald_Rumsfeld_0038_aug_5.jpg,Donald_Rumsfeld_0051_aug_1.jpg,Donald_Rumsfeld_,Donald_Rumsfeld_,0.010236616,0.46342713,0.5890264,mated_score
George_W_Bush_0303_aug_6.jpg,George_W_Bush_0414_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.00019105,0.067943856,0.79064935,mated_score
Colin_Powell_0120_aug_0.jpg,Colin_Powell_0168_aug_1.jpg,Colin_Powell_,Colin_Powell_,0.006976781,0.073253684,0.88046306,mated_score
George_W_Bush_0319_aug_2.jpg,George_W_Bush_0350_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.028766528,0.61578995,0.67594576,mated_score
George_W_Bush_0184_aug_1.jpg,George_W_Bush_0485_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.010488112,0.627783,0.7541516,mated_score
George_W_Bush_0125_aug_4.jpg,George_W_Bush_0486_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.002740586,0.26493225,0.71127486,mated_score
George_W_Bush_0102_aug_4.jpg,George_W_Bush_0478_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.005441373,1.1820542,0.73247635,mated_score
George_W_Bush_0031_aug_5.jpg,George_W_Bush_0166_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.004082338,0.44848993,0.66862047,mated_score
Colin_Powell_0064_aug_1.jpg,Colin_Powell_0157_aug_0.jpg,Colin_Powell_,Colin_Powell_,0.001692495,0.16054879,0.8165825,mated_score
George_W_Bush_0029_aug_6.jpg,George_W_Bush_0057_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.001427495,0.22227974,0.7522069,mated_score
Donald_Rumsfeld_0069_aug_0.jpg,Donald_Rumsfeld_0082_aug_2.jpg,Donald_Rumsfeld_,Donald_Rumsfeld_,0.003005418,0.30197668,0.81882215,mated_score
George_W_Bush_0025_aug_0.jpg,George_W_Bush_0151_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.004163264,0.022081345,0.7948128,mated_score
George_W_Bush_0375_aug_0.jpg,George_W_Bush_0405_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.002467732,0.31510988,0.7037776,mated_score
George_W_Bush_0161_aug_3.jpg,George_W_Bush_0370_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.031931993,2.4368432,0.7075379,mated_score
George_W_Bush_0070_aug_2.jpg,George_W_Bush_0506_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.005566431,0.29268342,0.8147454,mated_score
George_W_Bush_0274_aug_3.jpg,George_W_Bush_0379_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.001539324,0.28918377,0.63581866,mated_score
George_W_Bush_0279_aug_5.jpg,George_W_Bush_0515_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.013314628,1.1070579,0.6924758,mated_score
George_W_Bush_0090_aug_3.jpg,George_W_Bush_0319_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.007746839,0.1527032,0.6184221,mated_score
George_W_Bush_0282_aug_0.jpg,George_W_Bush_0409_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.03338818,0.8488432,0.8648368,mated_score
George_W_Bush_0112_aug_3.jpg,George_W_Bush_0506_aug_3.jpg,George_W_Bush_,George_W_Bush_,5.35e-06,0.015621344,0.7084646,mated_score
George_W_Bush_0308_aug_3.jpg,George_W_Bush_0507_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.002942311,0.24817452,0.4901888,mated_score
George_W_Bush_0164_aug_0.jpg,George_W_Bush_0513_aug_2.jpg,George_W_Bush_,George_W_Bush_,1.11e-05,0.018698959,0.5365796,mated_score
George_W_Bush_0044_aug_6.jpg,George_W_Bush_0052_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.0341895,0.41653746,0.71215165,mated_score
George_W_Bush_0180_aug_1.jpg,George_W_Bush_0395_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.002354946,0.47617087,0.6026045,mated_score
Colin_Powell_0025_aug_2.jpg,Colin_Powell_0052_aug_0.jpg,Colin_Powell_,Colin_Powell_,0.002236898,0.34576708,0.88821155,mated_score
Colin_Powell_0142_aug_3.jpg,Colin_Powell_0145_aug_4.jpg,Colin_Powell_,Colin_Powell_,0.04837115,1.1330785,0.75877434,mated_score
George_W_Bush_0089_aug_6.jpg,George_W_Bush_0405_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.00015722,0.11125317,0.6361773,mated_score
George_W_Bush_0392_aug_6.jpg,George_W_Bush_0456_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.006422758,0.596474,0.7070198,mated_score
George_W_Bush_0370_aug_5.jpg,George_W_Bush_0378_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.001994381,0.012015165,0.80611455,mated_score
George_W_Bush_0061_aug_4.jpg,George_W_Bush_0369_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.015736155,0.85207134,0.7121451,mated_score
George_W_Bush_0061_aug_0.jpg,George_W_Bush_0303_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.028086878,0.94371384,0.7283892,mated_score
George_W_Bush_0099_aug_4.jpg,George_W_Bush_0303_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.009677873,0.91915816,0.7739383,mated_score
George_W_Bush_0260_aug_5.jpg,George_W_Bush_0462_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.000613188,0.035759967,0.5705823,mated_score
George_W_Bush_0053_aug_0.jpg,George_W_Bush_0118_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.001219737,0.01898369,0.7145306,mated_score
George_W_Bush_0057_aug_0.jpg,George_W_Bush_0453_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.014167886,0.791347,0.73566115,mated_score
George_W_Bush_0089_aug_1.jpg,George_W_Bush_0446_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.001587734,2.2096713,0.74884486,mated_score
George_W_Bush_0118_aug_1.jpg,George_W_Bush_0513_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.014938651,0.66654396,0.65757775,mated_score
George_W_Bush_0044_aug_5.jpg,George_W_Bush_0439_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.023630986,0.38736746,0.7021439,mated_score
George_W_Bush_0103_aug_0.jpg,George_W_Bush_0283_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.006830748,0.77856696,0.47810572,mated_score
George_W_Bush_0120_aug_3.jpg,George_W_Bush_0120_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.000495735,0.1528861,0.9527701,mated_score
George_W_Bush_0095_aug_6.jpg,George_W_Bush_0156_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.012981714,0.43552765,0.6322965,mated_score
Colin_Powell_0059_aug_6.jpg,Colin_Powell_0209_aug_2.jpg,Colin_Powell_,Colin_Powell_,0.003397352,0.28569195,0.74707186,mated_score
George_W_Bush_0028_aug_5.jpg,George_W_Bush_0456_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.006422758,0.4480698,0.78966284,mated_score
Colin_Powell_0155_aug_5.jpg,Colin_Powell_0220_aug_1.jpg,Colin_Powell_,Colin_Powell_,0.009972055,0.56235033,0.52612495,mated_score
George_W_Bush_0378_aug_2.jpg,George_W_Bush_0489_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.020534938,0.88045,0.7182811,mated_score
George_W_Bush_0090_aug_3.jpg,George_W_Bush_0288_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.007746839,0.1527032,0.50040495,mated_score
George_W_Bush_0180_aug_0.jpg,George_W_Bush_0201_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.002029535,0.7461199,0.6844363,mated_score
George_W_Bush_0260_aug_3.jpg,George_W_Bush_0507_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.002942311,0.24817452,0.2853487,mated_score
George_W_Bush_0378_aug_5.jpg,George_W_Bush_0390_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.001402134,0.0665091,0.67043924,mated_score
George_W_Bush_0188_aug_1.jpg,George_W_Bush_0409_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.014449182,1.5903136,0.56405956,mated_score
Tony_Blair_0005_aug_6.jpg,Tony_Blair_0007_aug_4.jpg,Tony_Blair_,Tony_Blair_,0.000572751,0.07906411,0.31433326,mated_score
Ariel_Sharon_0044_aug_2.jpg,Ariel_Sharon_0045_aug_0.jpg,Ariel_Sharon_,Ariel_Sharon_,0.003635891,0.2606656,0.6235079,mated_score
Ariel_Sharon_0024_aug_1.jpg,Ariel_Sharon_0064_aug_0.jpg,Ariel_Sharon_,Ariel_Sharon_,0.000211922,0.093353115,0.6630281,mated_score
Gerhard_Schroeder_0041_aug_0.jpg,Gerhard_Schroeder_0070_aug_4.jpg,Gerhard_Schroeder_,Gerhard_Schroeder_,0.001690914,0.13546804,0.6751598,mated_score
Colin_Powell_0087_aug_3.jpg,Colin_Powell_0178_aug_1.jpg,Colin_Powell_,Colin_Powell_,0.007561361,0.8915161,0.78705925,mated_score
George_W_Bush_0102_aug_5.jpg,George_W_Bush_0507_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.01776138,1.1004453,0.30029854,mated_score
Hugo_Chavez_0005_aug_3.jpg,Hugo_Chavez_0029_aug_2.jpg,Hugo_Chavez_,Hugo_Chavez_,0.001488141,0.77945167,0.72669286,mated_score
George_W_Bush_0148_aug_6.jpg,George_W_Bush_0310_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.002472275,1.3536786,0.6771145,mated_score
George_W_Bush_0112_aug_5.jpg,George_W_Bush_0282_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.011541904,0.6748094,0.7805805,mated_score
Tony_Blair_0053_aug_6.jpg,Tony_Blair_0080_aug_4.jpg,Tony_Blair_,Tony_Blair_,0.005589884,0.5948556,0.5768515,mated_score
Colin_Powell_0071_aug_6.jpg,Colin_Powell_0189_aug_6.jpg,Colin_Powell_,Colin_Powell_,0.001846961,0.10202784,0.7061554,mated_score
George_W_Bush_0073_aug_4.jpg,George_W_Bush_0399_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.005298297,0.08257187,0.66798484,mated_score
George_W_Bush_0099_aug_1.jpg,George_W_Bush_0196_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.003362778,0.009056299,0.68358105,mated_score
George_W_Bush_0249_aug_4.jpg,George_W_Bush_0513_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.003885462,0.32249153,0.71669346,mated_score
George_W_Bush_0102_aug_3.jpg,George_W_Bush_0120_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.018597137,1.210812,0.6933148,mated_score
George_W_Bush_0273_aug_5.jpg,George_W_Bush_0298_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.013861029,0.36329347,0.77803385,mated_score
George_W_Bush_0002_aug_5.jpg,George_W_Bush_0390_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.001402134,0.45960313,0.61851966,mated_score
Gerhard_Schroeder_0063_aug_5.jpg,Gerhard_Schroeder_0079_aug_4.jpg,Gerhard_Schroeder_,Gerhard_Schroeder_,1.6e-05,0.057659302,0.71301746,mated_score
George_W_Bush_0020_aug_6.jpg,George_W_Bush_0193_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.011552733,0.23580223,0.6095877,mated_score
George_W_Bush_0431_aug_2.jpg,George_W_Bush_0462_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.001352996,0.08105702,0.7529625,mated_score
Donald_Rumsfeld_0038_aug_3.jpg,Donald_Rumsfeld_0038_aug_4.jpg,Donald_Rumsfeld_,Donald_Rumsfeld_,0.007281077,1.1820092,0.9870985,mated_score
Gerhard_Schroeder_0066_aug_0.jpg,Gerhard_Schroeder_0071_aug_5.jpg,Gerhard_Schroeder_,Gerhard_Schroeder_,0.004804501,0.32764366,0.6847194,mated_score
George_W_Bush_0485_aug_2.jpg,George_W_Bush_0507_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.022609308,1.0486511,0.3653379,mated_score
George_W_Bush_0234_aug_1.jpg,George_W_Bush_0410_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.004914134,0.42878386,0.72480905,mated_score
Colin_Powell_0002_aug_2.jpg,Colin_Powell_0002_aug_4.jpg,Colin_Powell_,Colin_Powell_,0.001925246,0.48691666,0.9780292,mated_score
George_W_Bush_0060_aug_0.jpg,George_W_Bush_0304_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.002276506,0.118934736,0.681664,mated_score
George_W_Bush_0099_aug_0.jpg,George_W_Bush_0151_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.005887711,0.045157313,0.6795291,mated_score
George_W_Bush_0271_aug_3.jpg,George_W_Bush_0482_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.004712352,0.4285223,0.7640356,mated_score
George_W_Bush_0414_aug_0.jpg,George_W_Bush_0513_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.028244883,0.67542684,0.73193973,mated_score
George_W_Bush_0169_aug_6.jpg,George_W_Bush_0310_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.002296178,0.2345537,0.47247308,mated_score
George_W_Bush_0163_aug_2.jpg,George_W_Bush_0369_aug_2.jpg,George_W_Bush_,George_W_Bush_,0.006099754,0.46239203,0.5090731,mated_score
George_W_Bush_0102_aug_3.jpg,George_W_Bush_0188_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.002749433,0.81561124,0.45183095,mated_score
George_W_Bush_0028_aug_5.jpg,George_W_Bush_0375_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.001938126,0.043026134,0.5536694,mated_score
Colin_Powell_0116_aug_6.jpg,Colin_Powell_0230_aug_0.jpg,Colin_Powell_,Colin_Powell_,0.012915748,0.48459274,0.7894915,mated_score
George_W_Bush_0099_aug_1.jpg,George_W_Bush_0139_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.003362778,0.06262743,0.7195911,mated_score
Hugo_Chavez_0021_aug_2.jpg,Hugo_Chavez_0048_aug_4.jpg,Hugo_Chavez_,Hugo_Chavez_,0.012832638,1.185599,0.68884474,mated_score
George_W_Bush_0048_aug_3.jpg,George_W_Bush_0363_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.006497529,0.21617553,0.52908546,mated_score
Colin_Powell_0037_aug_3.jpg,Colin_Powell_0199_aug_4.jpg,Colin_Powell_,Colin_Powell_,0.011521162,0.21412127,0.6553006,mated_score
George_W_Bush_0273_aug_5.jpg,George_W_Bush_0278_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.000578327,0.3204417,0.48297125,mated_score
Colin_Powell_0133_aug_4.jpg,Colin_Powell_0206_aug_3.jpg,Colin_Powell_,Colin_Powell_,0.00283605,0.14935805,0.82304186,mated_score
George_W_Bush_0060_aug_0.jpg,George_W_Bush_0446_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.002276506,0.46980685,0.5746989,mated_score
George_W_Bush_0118_aug_1.jpg,George_W_Bush_0308_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.014785903,1.8251513,0.557736,mated_score
George_W_Bush_0118_aug_2.jpg,George_W_Bush_0187_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.013372627,0.45383236,0.58493656,mated_score
George_W_Bush_0180_aug_0.jpg,George_W_Bush_0369_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.002029535,0.19576283,0.55191326,mated_score
George_W_Bush_0405_aug_3.jpg,George_W_Bush_0482_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.004400213,0.4769767,0.673879,mated_score
George_W_Bush_0052_aug_1.jpg,George_W_Bush_0163_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.003746551,0.5246287,0.39610034,mated_score
Colin_Powell_0092_aug_3.jpg,Colin_Powell_0178_aug_5.jpg,Colin_Powell_,Colin_Powell_,0.031488687,0.73414993,0.7141423,mated_score
George_W_Bush_0274_aug_6.jpg,George_W_Bush_0370_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.00723517,0.5094395,0.4896843,mated_score
George_W_Bush_0139_aug_3.jpg,George_W_Bush_0240_aug_0.jpg,George_W_Bush_,George_W_Bush_,0.007523368,0.16597505,0.6396228,mated_score
George_W_Bush_0057_aug_5.jpg,George_W_Bush_0274_aug_3.jpg,George_W_Bush_,George_W_Bush_,0.006724565,0.41057622,0.8208678,mated_score
George_W_Bush_0142_aug_3.jpg,George_W_Bush_0373_aug_5.jpg,George_W_Bush_,George_W_Bush_,0.005551399,0.74470514,0.6807535,mated_score
George_W_Bush_0119_aug_3.jpg,George_W_Bush_0519_aug_1.jpg,George_W_Bush_,George_W_Bush_,0.038843393,0.6612571,0.5786858,mated_score
George_W_Bush_0163_aug_1.jpg,George_W_Bush_0165_aug_6.jpg,George_W_Bush_,George_W_Bush_,0.03135278,0.13642897,0.59286344,mated_score
George_W_Bush_0061_aug_2.jpg,George_W_Bush_0303_aug_4.jpg,George_W_Bush_,George_W_Bush_,0.016679069,0.94371384,0.7661066,mated_score
